,Room_ID,Title,Event,Club,Duration,Users,Max Room Size,Moderators,Speakers,Listeners,Bounce,Stickiness,Total User Time,Avg User Time,Avg User Time [New Members],Avg User Time [Old Members],Avg Speaker Time,Avg Listener Time,New Users,New Users Pct,Old Users,Old Users Pct,Followers
202,Mdb0KO5q,Dr. Lunsford’s Keynote Speech at PhD White Coat Ceremony,2021-05-29 19:27:00,GBW,1.6,105.0,19.0,20.0,20.0,86.0,0.457,0.5429999999999999,1237.6333333333334,26.90507246376812,0.43,14.87,36.46666666666668,19.55,23.0,0.22,82.0,0.78,0.0
203,xoJ054VP,Mod Everyone | Take 6 | Someone has to vouch for you,2021-05-30 12:55:00,Other,1.8166666666666664,1762.0,202.0,,240.0,1522.0,0.592,0.408,23184.833333333336,13.15824820279985,,,39.0,9.083333333333334,583.0,0.33,1179.0,0.67,
205,mWr63AdY,Trivia Game Night - Mimi’s Birthday,2021-05-30 21:38:00,The Green Buttwhole,2.55,229.0,25.0,6.0,35.0,194.0,0.445,0.5549999999999999,3857.866666666667,26.423744292237444,1.16,14.82,53.73333333333333,18.133333333333333,38.0,0.17,191.0,0.83,3.0
206,mWEZk2pp,Untitled,2021-05-31 02:07:00,The Green Buttwhole,6.9,683.0,21.0,12.0,37.0,646.0,0.774,0.2259999999999999,6316.366666666667,16.195811965811966,0.83,17.9,82.11666666666666,9.9,527.0,0.77,156.0,0.23,2.0
207,Mwrd2orO,Black Men Date White Women To Have CONTROL,2021-05-31 17:31:00,Living in Luxury,9.7,48043.0,122.0,56.0,634.0,47565.0,0.633,0.367,911290.2166666668,23.39941498694741,2.25,26.64,139.18333333333334,21.48333333333333,30649.0,0.64,17396.0,0.36,
208,MKoBoL8e,"Pleasure, Pain, & Power Dynamics x Le Wand (REC)",2021-05-31 21:09:00,SensuElle Education,2.1666666666666665,136.0,25.0,9.0,13.0,124.0,0.37,0.63,3743.05,37.4305,9.38,19.93,95.3,28.78333333333333,14.0,0.1,122.0,0.9,1.0
209,P0LVgl0V,SenseuElle Education - MAY-sturbation Wrap Party,2021-06-01 12:35:00,Community First,11.533333333333331,140.0,16.0,9.0,14.0,127.0,0.607,0.393,4546.033333333333,54.11944444444444,3.14,24.53,156.46666666666667,33.65,66.0,0.47,74.0,0.53,4.0
210,MEwXg7np,tell us your most positive clubhouse experience.,2021-06-01 14:44:00,Other,4.7,7540.0,193.0,2.0,67.0,7473.0,0.514,0.486,175744.0,23.51,7.78,38.33,27.98333333333333,9.766666666666667,3626.0,0.48,3915.0,0.52,
211,xnoRqpKz,The LoveBomb Room - Catch these compliments - EP 173,2021-06-01 15:48:00,Blacktop UniverseCity,0.8166666666666667,186.0,37.0,,41.0,145.0,0.667,0.3329999999999999,2139.966666666667,11.50519713261649,,,26.96666666666667,7.133333333333334,33.0,0.18,153.0,0.82,0.0
212,MRQ017Lb,The Green Buttwhole is Community First,2021-06-02 12:42:00,The Green Buttwhole,8.866666666666667,267.0,24.0,21.0,23.0,244.0,0.665,0.3349999999999999,5532.133333333333,35.01350210970464,0.67,21.47,112.76666666666668,21.766666666666666,105.0,0.39,162.0,0.61,8.0
213,xnb5Rlzw,Green Buttwhole 99,2021-06-02 01:53:00,The Green Buttwhole,11.0,271.0,16.0,22.0,30.0,244.0,0.605,0.395,7157.233333333334,47.08706140350878,0.4,19.75,127.28333333333332,27.36666666666667,128.0,0.47,143.0,0.53,5.0
214,xBZpdzOR,Anti Racist RESOURCE ROOM: Politricks,2021-06-02 19:47:00,BlackIssuesISSUES,7.633333333333333,747.0,48.0,4.0,43.0,710.0,0.471,0.529,21781.93333333333,34.62946475887652,4.73,21.34,104.53333333333332,29.5,239.0,0.32,508.0,0.68,
215,M6z4pEZX,It’s National Running Day: How did you not run today?,2021-06-02 22:28:00,GBW,1.4166666666666667,104.0,,,17.0,87.0,0.663,0.3369999999999999,1191.4,11.45576923076923,,,33.15,7.216666666666666,,,,,
217,PbzkLQX5,LYRIC DEBATES One on One Debate about songs Lyrics,2021-06-03 17:04:00,Austin Dean Ashford,1.7833333333333332,4790.0,325.0,1.0,8.0,4783.0,0.58,0.42,23179.0,5.606674473067915,1.32,8.02,32.75,5.35,2265.0,0.47,2525.0,0.53,
218,M5Gbp7d8,Green Buttwhole 100,2021-06-03 23:03:00,The Green Buttwhole,16.266666666666666,356.0,12.0,41.0,50.0,306.0,0.6,0.4,4040.0,84.29333333333332,0.48,19.85,92.63333333333334,64.83333333333326,109.0,0.31,247.0,0.69,
219,PD0A91Lp,The kids of Cranky PT take over and boss us around,2021-06-03 00:00:00,Cranky Physical Therapy,1.8333333333333333,152.0,,1.0,17.0,135.0,,,1001.0,7.41,0.28,12.17,,,54.0,0.36,98.0,0.64,
220,M629aQQ0,Early Morning Politicking: A Modern Day School House Rock,2022-06-03 00:00:00,Other,1.7,288.0,,10.0,28.0,260.0,,,3717.0,14.3,0.52,23.04,,,101.0,0.35,188.0,0.65,
221,PbQrZwBZ,Talk about anything you want for 30 Seconds,2021-06-04 11:06:00,Comedy Club,1.95,4441.0,,1.0,43.0,4398.0,0.92,0.0799999999999999,16331.0,4.193781094527363,1.27,7.81,17.616666666666667,3.4166666666666665,2758.0,0.62,1683.0,0.38,
222,ME6kLyzp,Getting Shit Off My Chest,2021-06-04 13:04:00,Living in Luxury,1.8166666666666664,3090.0,230.0,10.0,69.0,3022.0,0.562,0.4379999999999999,22488.86666666667,10.084693572496263,2.11,9.84,45.10000000000001,8.966666666666667,1237.0,0.4,1853.0,0.6,
223,M8Xy2G1A,AIR IT OUT — Get it off your chest!,2021-06-04 17:24:00,The Green Buttwhole,1.7166666666666668,95.0,,2.0,20.0,76.0,0.443,0.5569999999999999,1746.2333333333336,28.62677595628416,5.62,13.76,49.93333333333333,18.233333333333334,16.0,0.17,79.0,0.83,
224,m2jdvLNz,Open Call for JURY DUTY - creator first show,2021-06-04 21:08:00,The Green Buttwhole,1.4833333333333334,160.0,26.0,2.0,22.0,140.0,0.496,0.504,2183.2666666666664,18.660398860398857,0.57,12.17,39.21666666666667,13.9,35.0,0.22,125.0,0.78,-1.0
225,xewEBnG7,Untitled,2021-06-05 03:51:00,The Green Buttwhole,10.05,763.0,27.0,16.0,18.0,745.0,0.713,0.287,11472.2,26.37287356321839,0.82,11.35,202.58333333333337,18.766666666666666,320.0,0.42,443.0,0.58,4.0
226,MwJG1vJQ,Heterosexuality is a scam; straight men are proof,2021-06-05 15:50:00,GBW,5.666666666666667,15546.0,552.0,14.0,125.0,15439.0,0.674,0.3259999999999999,452571.0,37.610820244328096,4.7,20.49,95.8,37.0,7789.0,0.5,7965.0,0.51,33.0
227,M8NzLn0L,The LoveBomb Room - Catch these compliments - EP 177,2021-06-05 22:21:00,Blacktop UniverseCity,1.3833333333333333,52.0,16.0,,9.0,43.0,0.538,0.4619999999999999,429.0666666666666,8.25128205128205,,,18.45,6.116666666666666,6.0,0.12,46.0,0.88,-1.0
228,m3g4Oz1l,Let’s Pre-game for the return of Black Card Revoked,2021-06-05 22:33:00,The Green Buttwhole,1.7666666666666666,54.0,15.0,,18.0,36.0,0.556,0.4439999999999999,593.4000000000001,10.98888888888889,,,18.433333333333334,7.266666666666667,7.0,0.13,47.0,0.87,1.0
229,mZ0X2lyd,Let’s Play Black Card Revoked,2021-06-05 23:06:00,The Function,5.65,2629.0,258.0,4.0,48.0,2585.0,0.714,0.286,14526.383333333331,7.907666485211394,0.57,6.07,57.266666666666666,6.583333333333333,770.0,0.29,1859.0,0.71,4.0
230,mWNdANdB,Don’t come in here with ya lame a$$ opinion!!,2021-06-06 02:13:00,GBW,0.9333333333333332,798.0,239.0,6.0,9.0,789.0,0.779,0.2209999999999999,1251.7833333333333,2.288452163315052,0.27,1.29,41.45,1.633333333333333,165.0,0.21,633.0,0.79,1.0
231,PY6lWozz,Clubhouse Rooms That Could’ve Been DMs,2021-06-06 03:08:00,GBW,12.833333333333332,5158.0,258.0,14.0,35.0,5123.0,0.806,0.1939999999999999,91368.0,29.02,12.23,46.45,162.63333333333333,7.066666666666666,1979.0,0.38,3179.0,0.62,5.0
232,M6bErWzM,How To Stimulate A Mans Mind To Get What You Want,2021-06-06 15:21:00,Living in Luxury,2.5,6550.0,510.0,33.0,172.0,6378.0,0.578,0.422,67935.7,10.371862595419849,193.0,9.52,49.49999999999999,9.316666666666666,3012.0,0.46,4425.0,0.68,0.0
233,xXzrj83D,Shoot Your Shot With A Tip : Beautiful Women Edition,2021-06-06 18:08:00,Living in Luxury,0.5,895.0,164.0,40.0,70.0,839.0,0.554,0.4459999999999999,4855.4,5.950245098039216,0.95,4.63,15.366666666666667,5.066666666666666,226.0,0.25,704.0,0.79,1.0
234,ME0yKp1A,JURY DUTY AUDITIONS - Great Debaters -Creators 1st Show,2021-06-06 00:00:00,Jury Duty,1.0833333333333333,101.0,,4.0,14.0,87.0,,,1134.0,13.03,2.93,15.14,,,15.0,0.15,86.0,0.85,
235,mZWow1zQ,JURY DUTY AUDITIONS - Great Debaters -Creators 1st Show,2021-06-07 00:00:00,Jury Duty,1.2,202.0,,4.0,17.0,185.0,,,1466.0,7.92,2.07,9.81,,,45.0,0.22,157.0,0.78,
236,P0rXq5bY,Your favorite influencers are frauds,2021-06-07 14:14:00,Other,2.9,12981.0,606.0,58.0,175.0,12811.0,0.614,0.386,64080.41666666666,7.86262781186094,0.71,5.47,47.93333333333334,6.9833333333333325,5154.0,0.4,7828.0,0.6,
237,mZgrLEdA,Uplift & Tip Your Fav CH Influencer For Their Hardwork,2021-06-07 17:14:00,Living in Luxury,1.5666666666666669,1312.0,114.0,94.0,98.0,1214.0,0.587,0.413,10061.2,11.726340326340328,0.79,6.62,33.9,8.9,230.0,0.18,1082.0,0.82,0.0
238,M4GglZ67,The Miracle Of Resilience & Spirit,2021-06-07 19:04:00,Other,3.333333333333333,181.0,30.0,17.0,24.0,161.0,0.46,0.54,5942.0,39.61333333333334,12.95,23.32,95.68333333333334,28.933333333333334,19.0,0.1,162.0,0.9,5.0
239,M4zqnXGJ,"AshMi, come in so I can shoot my shot",2021-06-08 03:35:00,GBW,0.8833333333333333,131.0,23.0,,19.0,112.0,0.664,0.3359999999999999,1312.8166666666666,10.021501272264633,,,32.45,6.216666666666667,48.0,0.37,83.0,0.63,3.0
240,xBJXz7G4,MLM: F0ll0w All The M0ds 0r Get 0ut,2021-06-08 04:30:00,GBW,1.1666666666666667,87.0,19.0,10.0,21.0,66.0,0.586,0.414,1118.1999999999998,12.852873563218388,1.63,5.79,26.9,8.383333333333333,34.0,0.39,70.0,0.8,6.0
241,m7L5y4V1,They Are Having A Bot Party - ON CH TODAY ,2021-06-08 13:37:00,Living in Luxury,1.15,2296.0,558.0,43.0,101.0,2212.0,0.509,0.491,27318.766666666663,16.607152988855116,2.07,15.46,18.5,16.483333333333334,612.0,0.27,1684.0,0.73,1.0
242,mWVqV0vL,Why do y’all turn people INSECURE then bash them?,2021-06-08 17:05:00,The Shakur Way,2.7666666666666666,1689.0,132.0,63.0,223.0,1483.0,0.494,0.506,22639.68333333333,20.160002968239837,3.0,10.03,40.78333333333333,15.050000000000002,248.0,0.15,1443.0,0.85,7.0
243,MKjjGdLE,Aalpha Ventures Network - Product pitches for the man’s man,2021-06-08 20:19:00,GBW,1.4333333333333331,783.0,291.0,5.0,19.0,764.0,0.691,0.309,6219.283333333333,8.11,7.17,8.18,44.516666666666666,7.033333333333333,32.0,0.04,751.0,0.96,0.0
244,M8Zgjl87,Why do NARCISSISTS feed off EMPATHS,2021-06-08 23:19:00,The Shakur Way,4.15,6618.0,335.0,62.0,259.0,6359.0,0.476,0.524,84117.31666666668,19.909424063116376,2.63,13.88,66.11666666666666,16.916666666666668,2412.0,0.36,4206.0,0.64,0.0
245,MKKad29N,my friends are in a club 4 meetings so I came here to troll them,2021-06-09 12:48:00,GBW,1.0,95.0,14.0,8.0,14.0,81.0,0.68,0.3199999999999999,844.3499999999999,11.258,0.98,5.22,26.83333333333333,7.683333333333334,45.0,0.47,56.0,0.59,0.0
246,m3zaBDD1,Come say it with ya chest lil biihhhhhhh,2021-06-09 02:23:00,GBW,3.0666666666666678,435.0,23.0,10.0,21.0,423.0,0.724,0.276,4386.316666666667,13.622101449275362,0.31,6.85,85.36666666666666,8.616666666666667,251.0,0.58,192.0,0.44,4.0
247,xB3wobNp,I’ve got some shiiiiiii I wanna say to Dr Lunsford!!,2021-06-09 13:41:00,GBW,1.2833333333333332,111.0,26.0,,32.0,79.0,0.541,0.4589999999999999,1765.1333333333334,15.902102102102104,,,28.333333333333336,10.866666666666667,2.0,0.02,109.0,0.98,0.0
249,MO8lwdZy,Who wanna play a game,2021-06-09 21:38:00,GBW,2.5166666666666666,1762.0,220.0,8.0,35.0,1727.0,0.66,0.3399999999999999,11766.0,9.42774575728466,0.73,8.96,50.23333333333333,8.05,452.0,0.26,1310.0,0.74,8.0
250,PYBXROlz,The Wayback: Top 10 Songs this week in 1998!,2021-06-09 00:00:00,Other,1.5166666666666666,141.0,,3.0,22.0,119.0,,,1786.0,15.01,2.55,16.28,,,11.0,0.08,130.0,0.92,
252,PD8eonab,Your’e not less independent - if a man’s investing in you,2021-06-10 00:39:00,Living in Luxury,1.3833333333333333,4704.0,396.0,1366.0,138.0,4566.0,0.616,0.384,30397.0,8.384179150107,1.26,8.96,29.149999999999995,7.483333333333333,1366.0,0.29,3338.0,0.71,
253,xe6kWORb,PEOPLE want you to do GOOD but NEVER BETTER than THEM,2021-06-10 14:12:00,The Shakur Way,3.166666666666667,4933.0,209.0,89.0,465.0,4468.0,0.535,0.4649999999999999,48400.9,15.827632439502944,1.32,9.26,37.38333333333333,12.05,1355.0,0.27,3578.0,0.73,1.0
254,mWZAKEYM,"I am coming for you! Yes this room is about you, you lil....",2021-06-10 17:06:00,GBW,1.5666666666666669,71.0,16.0,3.0,26.0,56.0,0.42,0.5800000000000001,1212.6,17.57391304347826,0.22,10.5,25.08333333333333,13.033333333333331,10.0,0.14,66.0,0.93,4.0
255,MOBYR4ly,PEOPLE want you to do GOOD but NEVER BETTER than THEM 2,2021-06-10 17:27:00,The Shakur Way,3.1833333333333336,2801.0,166.0,74.0,261.0,2540.0,0.502,0.498,33179.3,18.86259238203525,2.22,9.54,47.7,13.883333333333333,484.0,0.17,2317.0,0.83,0.0
256,m2EE25l8,Dwayne “The Rock” Johnson Tribute - His Greatest Lessons,2021-06-10 17:28:00,Other,22.716666666666665,3701.0,12.0,73.0,151.0,3550.0,0.521,0.479,42221.0,13.354794520547944,3.58,15.22,27.866666666666667,10.499999999999998,1019.0,0.28,2683.0,0.72,
257,xkODoAA2,The Link Between Literacy Education and Incarceration,2021-06-10 00:00:00,Other,1.1,1213.0,,1.0,5.0,1208.0,,,5231.0,4.33,2.25,5.73,,,486.0,0.4,727.0,0.6,
258,xVObyEBO,Stop coming to rooms like this one or I’m gonna block u!,2021-06-11 14:48:00,GBW,0.9833333333333334,139.0,20.0,5.0,34.0,117.0,0.619,0.381,1185.3666666666666,8.527817745803356,0.98,3.88,17.466666666666665,5.633333333333333,59.0,0.42,99.0,0.71,-1.0
259,M1e0GaZL,A Day without Violence,2021-06-11 14:56:00,The Green Buttwhole,0.65,27.0,11.0,1.0,9.0,18.0,0.444,0.556,375.9,13.922222222222224,0.0,3.0,22.03333333333333,9.866666666666667,4.0,0.15,23.0,0.85,-1.0
260,mJ5oqnad,That was the most PROBLEMATIC room on Clubhouse!!,2021-06-11 15:32:00,GBW,3.4,238.0,13.0,17.0,41.0,198.0,0.57,0.43,2794.983333333333,20.703580246913575,2.98,756.0,37.98333333333333,13.166666666666666,45.0,0.19,193.0,0.81,2.0
261,xkQGOeKm,So you WANT to be In the MOD SQUAD?! Come AUDITION!,2021-06-11 15:57:00,The Shakur Way,2.8833333333333333,2298.0,103.0,67.0,142.0,2157.0,0.599,0.401,23164.6,16.665179856115106,0.68,8.98,62.50000000000001,11.45,695.0,0.3,1603.0,0.7,
263,MEAz0kad,Who’s the imposter AMONG US?,2021-06-12 01:36:00,GBW,0.5666666666666667,63.0,15.0,,15.0,48.0,0.667,0.3329999999999999,469.75,7.4563492063492065,,,13.183333333333334,5.666666666666667,3.0,0.05,60.0,0.95,2.0
265,M1w3301R,The “doctor” follows to unfollow! BEWARE!,2021-06-12 20:58:00,GBW,0.6666666666666666,57.0,18.0,5.0,14.0,44.0,0.54,0.4599999999999999,609.8666666666666,12.197333333333331,3.33,5.61,21.83333333333333,8.449999999999998,4.0,0.07,54.0,0.95,2.0
267,xLKDGR3L,Let’s Play Black Card Revoked,2021-06-12 23:11:00,The Function,2.8166666666666664,376.0,42.0,5.0,56.0,331.0,0.526,0.474,6055.883333333333,28.431377151799687,0.53,15.67,63.05,16.083333333333332,118.0,0.31,258.0,0.69,7.0
268,xoBdZgN5,Allow us to reintroduce ourselves!,2021-06-13 01:43:00,The Green Buttwhole,10.566666666666666,943.0,22.0,33.0,74.0,869.0,0.66,0.3399999999999999,18082.63333333333,35.736429512516466,1.68,9.45,101.91666666666669,24.4,397.0,0.42,547.0,0.58,2.0
269,P09VLEan,Is the Clubhouse algorithm changing?,2021-06-13 13:13:00,Other,1.9833333333333332,8396.0,558.0,5.0,16.0,8380.0,0.68,0.3199999999999999,46538.0,5.55,1.3,8.46,52.03333333333334,4.7333333333333325,3398.0,0.4,4998.0,0.6,
270,Pbo8VYKx,Why do y’all stay in TOXIC RELATIONSHIPS?,2021-06-13 16:18:00,The Shakur Way,0.9833333333333334,1092.0,126.0,36.0,96.0,996.0,0.503,0.497,6816.866666666667,9.766284622731614,1.72,6.67,23.316666666666663,7.683333333333334,321.0,0.29,771.0,0.71,0.0
271,M1wdlGNP,Welcome to the Data Science & Analytics Club!,2021-06-13 18:21:00,Other,5.266666666666667,7693.0,317.0,18.0,116.0,7581.0,0.507,0.493,125215.31666666668,19.255007945051005,6.16,11.72,113.13333333333334,17.550000000000004,2956.0,0.38,4738.0,0.62,
272,xpAJzQj5,Rise and Grind,2021-06-14 07:41:00,The Green Buttwhole,3.75,140.0,8.0,2.0,15.0,126.0,0.61,0.39,1026.5166666666669,25.036991869918698,0.02,9.64,39.95,16.433333333333334,57.0,0.41,83.0,0.59,2.0
273,MR05BvY6,I think people need to learn respect and values. This app is sick,2021-06-14 09:50:00,Other,0.9166666666666664,166.0,22.0,7.0,19.0,150.0,0.669,0.3309999999999999,991.8666666666666,7.998924731182795,1.87,5.76,23.466666666666665,5.2,38.0,0.23,128.0,0.77,2.0
274,M4QEjoym,So we really going to do rooms and Mod ZERO BLACK PEOPLE??,2021-06-14 00:05:00,The Shakur Way,6.083333333333333,6317.0,251.0,111.0,347.0,5970.0,0.488,0.512,106008.46666666667,25.37301739269188,,,75.43333333333334,20.966666666666665,438.0,0.07,3740.0,0.59,
275,xeLZza6Q,Share the most interesting thing you’ve learned on CH,2021-06-14 13:56:00,The Green Buttwhole,1.9333333333333336,684.0,52.0,10.0,54.0,630.0,0.612,0.388,4432.266666666666,11.452885443583115,1.4,6.16,30.166666666666668,8.483333333333333,212.0,0.31,472.0,0.69,4.0
276,xnaj6X9w,Is Confidence Ego,2021-06-14 19:23:00,Other,3.1000000000000005,369.0,28.0,18.0,42.0,330.0,0.565,0.435,4787.0,22.16203703703704,2.58,11.9,50.38333333333334,15.35,117.0,0.32,252.0,0.68,2.0
277,P0rRzJqZ,RAP MONOLOGUES  ACT OUT RAP VERSES OPEN GYM,2021-06-14 20:25:00,Rap Monologues,0.9333333333333332,1627.0,191.0,8.0,15.0,1612.0,0.498,0.502,7416.0,6.991154261057173,0.82,6.23,31.133333333333333,6.1,486.0,0.3,1141.0,0.7,
278,xoER9dkV,Can money buy HAPPINE$$ ?,2021-06-14 22:16:00,The Shakur Way,2.4,1945.0,210.0,30.0,93.0,1857.0,0.617,0.383,13891.05,11.103956834532374,3.13,6.6,37.71666666666667,8.966666666666667,333.0,0.17,1612.0,0.83,
279,MzEgRd5a,Destiny’s Child’s “Cater 2U” Song Cancelled?,2021-06-14 22:36:00,Conversations & Cornbread,5.333333333333333,1343.0,80.0,21.0,79.0,1264.0,0.488,0.512,14626.0,23.09869841269842,3.6,13.52,62.31666666666667,19.600000000000005,248.0,0.18,1095.0,0.82,3.0
281,myb0XoOn,Only lames worry about what OHIO is doing...,2021-06-15 12:13:00,GBW,3.3833333333333333,1454.0,163.0,10.0,48.0,1411.0,0.702,0.298,12860.533333333336,12.886305945223782,1.61,7.09,64.73333333333335,10.266666666666667,158.0,0.11,1296.0,0.89,3.0
282,mg6O261E,How are you actually doing?,2021-06-15 12:57:00,Other,1.9,1621.0,81.0,30.0,123.0,1498.0,0.571,0.429,8798.8,12.220555555555556,1.76,8.06,33.45,8.716666666666667,842.0,0.52,779.0,0.48,
283,m2z3wze1,Who IS YOUR FAVORITE MOD?? Come TIP THEM AND SHOW LOVE,2021-06-15 21:21:00,The Shakur Way,3.25,1054.0,61.0,70.0,102.0,953.0,0.613,0.387,11498.25,20.717567567567567,0.54,8.76,52.54999999999999,13.550000000000002,247.0,0.23,808.0,0.77,
284,MRG065Eb,F1: Driver Report Cards & Why,2021-06-16 18:13:00,Women Watching Sports Live,1.9,93.0,22.0,5.0,20.0,75.0,0.25,0.75,2636.2,47.075,0.57,26.91,72.65,32.86666666666667,7.0,0.08,86.0,0.92,1.0
285,xeLV56Yp,Evan’s Birthday Cookout,2021-06-16 21:04:00,The Green Buttwhole,3.083333333333334,221.0,16.0,24.0,38.0,186.0,0.561,0.4389999999999999,3179.333333333333,27.88888888888889,0.43,11.89,47.13333333333333,18.266666666666666,43.0,0.19,178.0,0.81,3.0
286,mWJ03A9B,Worst Moderators on Clubhouse: AUDITIONS!,2021-06-16 21:21:00,GBW,1.5,1005.0,82.0,5.0,42.0,963.0,0.706,0.294,3721.1,7.817436974789917,0.88,4.32,34.35,5.316666666666667,540.0,0.54,465.0,0.46,2.0
287,PGY5rjvM,HAPPY BIRTHDAY TUPAC SHAKUR,2021-06-16 22:28:00,The Shakur Way,1.1666666666666667,551.0,57.0,43.0,98.0,453.0,0.48,0.52,4029.5166666666655,13.61323198198198,0.27,6.64,21.98333333333333,9.533333333333331,49.0,0.09,502.0,0.91,
288,ma4V3arv,Official Club Launch Room,2021-06-17 16:44:00,Other,2.4166666666666665,305.0,47.0,6.0,40.0,265.0,0.381,0.619,7285.3,38.54656084656085,6.23,19.99,71.5,29.700000000000003,22.0,0.07,283.0,0.93,-1.0
289,xerDqgJA,"Clubhouse must pivot to Community First, or it will FAIL",2021-06-18 12:34:00,Community First,3.533333333333333,945.0,47.0,4.0,56.0,889.0,0.556,0.4439999999999999,9026.733333333332,17.193777777777775,1.42,9.17,54.55,12.73333333333333,320.0,0.34,625.0,0.66,8.0
290,m7yenR6X,That went well! | communityfirst.club,2021-06-18 04:57:00,The Green Buttwhole,2.95,102.0,8.0,2.0,13.0,90.0,0.625,0.375,1511.4666666666667,26.99047619047619,3.17,10.23,59.65,17.116666666666667,27.0,0.26,75.0,0.74,0.0
291,xXOyb3e4,Clubhouse people on Greenroom talking about Clubhouse,2021-06-18 10:53:00,Other,2.0166666666666666,224.0,75.0,,90.0,134.0,0.205,0.795,7647.066666666667,34.13869047619048,,,42.63333333333333,28.433333333333334,13.0,0.06,223.0,1.0,
292,xjL49a7J,IT’S INTERNATIONAL PANIC DAY AAAAHHHHHHH,2021-06-18 21:27:00,GBW,1.35,199.0,14.0,2.0,14.0,185.0,0.474,0.526,980.0,15.612280701754386,1.45,7.48,20.03333333333333,11.633333333333336,67.0,0.34,132.0,0.66,
293,MR8BZNdY,What is community to you? How do you build connections?,2021-06-19 12:41:00,Community First,2.55,349.0,27.0,5.0,36.0,314.0,0.528,0.472,4408.666666666666,20.223241590214062,3.62,9.44,53.03333333333333,13.733333333333333,64.0,0.18,285.0,0.82,2.0
294,PN5AVpnj,Woman should NEVER have to have pay for ANYTHING with a man,2021-06-19 00:53:00,Living in Luxury,1.4166666666666667,9144.0,514.0,21.0,131.0,9019.0,0.579,0.421,42378.25000000001,7.78582583134301,,,32.21666666666667,7.183333333333335,1153.0,0.13,4290.0,0.47,
295,mgJYK9gB,How & Why to Track #ANALYTICS on Clubhouse,2021-06-19 15:01:00,Other,2.066666666666667,1353.0,136.0,5.0,65.0,1288.0,0.444,0.556,13662.999999999996,12.569457221711128,4.25,9.8,22.83333333333333,11.916666666666664,347.0,0.26,1006.0,0.74,-1.0
296,MwJZyaGv,Chill Lofi Violin Music,2021-06-19 19:13:00,The Bomani Effect,22.616666666666667,3168.0,90.0,38.0,40.0,3134.0,0.56,0.4399999999999999,82772.66666666667,43.564561403508776,1.37,14.28,322.46666666666664,37.56666666666667,718.0,0.23,2450.0,0.77,15.0
297,xq5ob2kp,Let Us Reintroduce Ourselves We Are : THE GIRLS NEXT DOOR,2021-06-19 20:47:00,Living in Luxury,0.55,486.0,53.0,13.0,64.0,423.0,0.541,0.4589999999999999,1958.9666666666667,6.160272536687631,1.34,3.9,12.683333333333334,4.516666666666667,79.0,0.16,407.0,0.84,
298,MKDbzZ6X,"Pride Month Check In: Straights, are you okay?",2021-06-19 21:12:00,GBW,1.9333333333333336,1771.0,284.0,8.0,51.0,1720.0,0.425,0.575,12421.166666666666,10.36825264329438,1.0,6.6,41.78333333333333,9.0,182.0,0.1,1589.0,0.9,3.0
300,mZNbEg0w,Let’s Play Black Card Revoked ,2021-06-19 23:02:00,The Function,1.1,126.0,23.0,4.0,21.0,105.0,0.403,0.597,1601.2,22.23888888888889,0.25,11.2,37.91666666666666,15.783333333333331,4.0,0.03,122.0,0.97,2.0
302,PD0Jd8NR,F1: French GP,2021-06-20 08:07:00,Women Watching Sports Live,3.2,229.0,28.0,5.0,43.0,186.0,0.399,0.601,7302.7,51.067832167832165,2.9,22.77,92.23333333333332,33.36666666666667,22.0,0.1,207.0,0.9,3.0
303,M4B8k1Gg,Which Is Better Greenroom Or Clubhouse? What Benefits You?,2021-06-20 09:27:00,Living in Luxury,3.0166666666666666,11459.0,770.0,51.0,187.0,11287.0,0.558,0.4419999999999999,62030.01666666667,8.553504780290496,1.03,7.3,46.46666666666668,7.55,3544.0,0.31,7915.0,0.69,5.0
304,m2jv2LLq,"CH Townhall - Live, Recap, and Analysis",2021-06-20 00:02:00,Other,4.716666666666667,8406.0,457.0,4.0,200.0,8224.0,0.473,0.527,127334.8,20.657819597663856,1.01,10.72,93.95,18.2,2080.0,0.25,6326.0,0.75,
306,xq7yQydl,Exclusive Vibes With Exclusive People,2021-06-20 16:34:00,Living in Luxury,0.5,1418.0,267.0,18.0,36.0,1382.0,0.482,0.518,7273.0,8.835281385281386,0.62,6.11,13.183333333333334,8.533333333333333,212.0,0.15,1206.0,0.85,1.0
307,xoXYQWB5,The Deeper End: Lessons On Intuition From Our Fathers,2021-06-20 17:30:00,Queen of Clubs,1.4333333333333331,5114.0,466.0,5.0,16.0,5098.0,0.505,0.495,16794.0,5.862322798803485,0.84,4.5,36.266666666666666,5.683333333333334,1683.0,0.33,3431.0,0.67,
308,Mwov8J5A,HAPPY BIRTHDAY HONEY SHAKUR PART 2,2021-06-21 12:06:00,The Shakur Way,0.9666666666666668,396.0,71.0,35.0,81.0,315.0,0.598,0.402,4728.75,11.94128787878788,,,26.75,8.133333333333333,63.0,0.16,333.0,0.84,
309,M1ejbYq1,Y DO Y’ALL HAVE SEX SO FAST?DO WOMEN FEEL THEY HAVE TO?,2021-06-21 13:01:00,The Shakur Way,2.5,1525.0,111.0,39.0,152.0,1373.0,0.442,0.558,11378.0,13.280745967741936,2.97,9.26,25.03333333333334,10.35,215.0,0.14,1310.0,0.86,1.0
