,Room_ID,Title,Event,Club,Duration,Users,Max_Room_Size,Moderators,Speakers,Listeners,Bounce,Stickiness,Total_User_Time,Avg_User_Time,Avg_User_Time_New_Members,Avg_User_Time_Old_Members,Avg_Speaker_Time,Avg_Listener_Time,New_Users,New_Users_Pct,Old_Users,Old_Users_Pct,Followers
108,M4LKAe8k,The LoveBomb RooM - Come In... Let Us Compliment You Ep 146,2021-05-05 15:14:11,Blacktop UniverseCity,5.05,307.0,34.0,,72.0,235.0,0.456,0.544,13255.233333333334,43.17665580890337,,,88.03333333333333,29.433333333333337,22.0,0.07,285.0,0.93,4.0
109,xoe4OQ3V,Let’s be cranky and do physical therapy together!,2021-05-05 19:40:52,Cranky Physical Therapy,2.783333333333333,84.0,11.0,3.0,16.0,68.0,0.512,0.488,1624.0166666666667,37.76782945736434,0.22,13.98,63.71666666666667,23.866666666666667,9.0,0.11,74.0,0.88,3.0
110,xlJ9RnQ0,Formula 1: Drivers’ Comfortability With Their Cars,2021-05-05 20:01:00,Women Watching Sports Live,2.1333333333333333,97.0,21.0,5.0,18.0,79.0,0.197,0.8029999999999999,3192.6833333333334,52.33907103825137,0.0,27.43,86.63333333333334,37.983333333333334,0.0,0.0,97.0,1.0,2.0
111,xl7KlW30,SHE TALKS FOOTBALL: DRAFT WINNERS & LOSERS,2021-05-05 20:11:00,She Talks Football,3.2,36.0,16.0,,25.0,11.0,0.222,0.778,2438.7833333333333,67.74398148148148,,,74.03333333333333,53.45,0.0,0.0,36.0,1.0,1.0
112,myok04oa,Let’s Talk About It; Are You Tired Of Adulting Yet,2021-05-05 20:34:00,Adult Day Care,0.9333333333333333,71.0,15.0,6.0,21.0,50.0,0.409,0.591,915.6666666666667,20.810606060606062,2.5,11.67,27.85,14.383333333333335,5.0,0.07,66.0,0.93,0.0
113,xoy8zyvo,#71: Cinco De Mayo Celebration,2021-05-06 12:06:25,The Green Buttwhole,7.2333333333333325,154.0,16.0,27.0,32.0,122.0,0.512,0.488,4470.866666666666,53.22460317460317,2.09,23.66,76.36666666666665,38.98333333333333,25.0,0.16,129.0,0.84,1.0
114,Mwzagjgx,Bi-Curious Corner: Shy Queers Help on Dating Apps,2021-05-06 20:00:00,SensuElle Education,1.3666666666666667,53.0,,4.0,7.0,46.0,0.2,0.8,958.0833333333333,38.32333333333333,0.0,18.91,51.43333333333333,34.18333333333333,1.0,0.02,52.0,0.98,
115,xV7LjQQD,#72: A Safe Space For Fake News & Disinformation,2021-05-07 12:42:45,The Green Buttwhole,4.45,124.0,16.0,17.0,26.0,98.0,0.362,0.638,2256.45,32.702173913043474,4.5,16.47,47.06666666666667,24.016666666666666,4.0,0.03,120.0,0.97,0.0
116,xnnzpJqw,Huh? Candy?,2021-05-07 12:55:00,Other,0.9833333333333334,23.0,,,14.0,9.0,0.478,0.522,,,,,22.783333333333335,,0.0,0.0,23.0,1.0,0.025902777777777775
117,mZJqkXY0,TheLOVEBOMBRoom - Come In... Let Us Compliment You E148,2021-05-07 00:10:00,Blacktop UniverseCity,2.7666666666666666,135.0,27.0,,38.0,97.0,0.4522,0.5478000000000001,5095.266666666666,37.742716049382715,,,71.71666666666667,24.433333333333334,5.0,0.04,130.0,0.96,0.0
118,m7KN2V8X,Let’s be cranky and do physical therapy together!,2021-05-07 18:34:00,Cranky Physical Therapy,1.9666666666666668,60.0,9.0,4.0,16.0,44.0,0.333,0.667,1126.5500000000002,41.72407407407408,0.86,18.78,49.45,32.06666666666667,7.0,0.12,53.0,0.88,
119,xqYakBGp,Strong Black Lead Presents: Black Sitcom Squares,2021-05-07 21:07:00,Other,1.2333333333333334,10238.0,1362.0,2.0,25.0,10213.0,0.582,0.41800000000000004,80522.0,9.364373522458628,3.6,8.25,49.4,9.233333333333333,816.0,0.08,9423.0,0.92,
120,m3NG0kKV,"#73: Simulation or Not, We Out Here: THE GATEWAY",2021-05-07 23:36:00,The Green Buttwhole,11.416666666666666,156.0,15.0,28.0,34.0,123.0,0.346,0.654,8309.833333333334,102.59053497942388,1.62,34.94,148.33333333333334,69.5,14.0,0.09,142.0,0.91,5.0
121,mylJjXqD,RAP MONOLOGUES  Act Rap Verses WORKSHOP SEMINAR (REC),2021-05-08 17:04:00,Rap Monologues,3.6499999999999995,3656.0,525.0,10.0,31.0,3627.0,0.667,0.33299999999999996,29913.333333333336,10.957264957264957,3.19,6.76,92.84999999999998,10.016666666666667,452.0,0.12,3204.0,0.88,1.0
122,MzEv0ll2,Virtual Dinner Party,2021-05-08 20:05:00,Other,1.2166666666666668,10764.0,2763.0,5.0,22.0,10742.0,0.395,0.605,105906.0,13.823766546329722,4.27,10.35,50.8,13.716666666666667,869.0,0.08,9895.0,0.92,
123,Md32Dy57,Let’s Play “Black Card Revoked”,2021-05-08 23:03:43,The Function,2.8333333333333335,238.0,30.0,5.0,41.0,197.0,0.483,0.517,5832.700000000001,38.6271523178808,20.17,17.76,78.76666666666667,24.650000000000002,29.0,0.12,209.0,0.88,5.0
124,xqaa2gB5,"#74: If you’re reading this, you survived the rocket debris",2021-05-09 01:23:25,The Green Buttwhole,9.116666666666667,110.0,9.0,14.0,25.0,85.0,0.424,0.5760000000000001,4046.3333333333335,68.58192090395481,20.13,29.22,95.66666666666669,48.666666666666664,9.0,0.08,101.0,0.92,0.0664351851851385
125,xVLEG7ZW,Formula 1: Spanish Grand Prix,2021-05-09 08:08:40,Women Watching Sports Live,2.7,167.0,33.0,5.0,31.0,136.0,0.394,0.606,6247.049999999999,57.31238532110091,0.8,27.56,102.55,39.333333333333336,5.0,0.03,162.0,0.97,3.0
126,MKlZX57b,Happy Mother’s Day LoveBomb Marathon - EP150,2021-05-09 10:20:00,Blacktop UniverseCity,12.083333333333332,9726.0,926.0,,141.0,9585.0,0.727,0.273,114795.19999999997,11.802920008225373,,,123.03333333333333,10.166666666666664,1938.0,0.2,7788.0,0.8,5.0
127,PDjlYZlp,Androids welcome; not a cult! #75,2021-05-09 23:54:00,The Green Buttwhole,10.283333333333333,203.0,12.0,23.0,30.0,173.0,0.586,0.41400000000000003,7862.5,67.78017241379311,7.12,21.61,130.21666666666667,46.00000000000001,54.0,0.27,149.0,0.73,9.0
128,xobJw1Go,Dating Advice Through A Kink Lens [5.10],2021-05-10 00:10:00,The Kink Whole,1.7,54.0,,3.0,15.0,39.0,0.375,0.625,688.5833333333333,28.690972222222218,14.0,17.63,33.266666666666666,23.283333333333335,2.0,0.04,52.0,0.96,
129,mWrGANXL,Welcome New Members!!,2021-05-10 13:05:57,Data Science & Sports,0.35,55.0,24.0,2.0,10.0,45.0,0.317,0.683,412.00000000000006,10.04878048780488,3.76,8.48,13.816666666666668,8.833333333333334,8.0,0.15,47.0,0.85,4.0
130,MEbRAA8v,Meet the Creator First tribe from Psychic Pool Party!,2021-05-10 18:20:00,Queen of Clubs,0.9666666666666668,180.0,51.0,1.0,21.0,159.0,0.385,0.615,2090.0,17.15128205128205,16.3,12.93,16.1,17.466666666666665,10.0,0.06,170.0,0.94,
131,PGRL6Gdk,Nerdy Talk: Womxn Leading Sex Tech x Lora DiCarlo,2021-05-10 19:25:02,SensuElle Education,1.6,118.0,36.0,10.0,12.0,106.0,0.299,0.7010000000000001,3051.2666666666664,31.45635738831615,9.6,22.33,63.96666666666667,26.866666666666667,10.0,0.08,108.0,0.92,1.0
132,Pv8qA5wR,Let’s be cranky and do physical therapy together!,2021-05-10 21:10:00,Cranky Physical Therapy,3.6833333333333336,62.0,12.0,,17.0,45.0,0.548,0.45199999999999996,2544.383333333333,41.038440860215054,,,78.06666666666666,27.05,7.0,0.11,55.0,0.89,9.0
133,xVy29djP,Celebrating Creators  After the show…the after party!,2021-05-10 23:07:25,Community First,11.333333333333334,4048.0,464.0,63.0,77.0,3971.0,0.729,0.271,46499.799999999996,16.327176966292132,3.63,7.37,135.25000000000003,13.066666666666665,1017.0,0.25,3031.0,0.75,10.0
134,M1vwBkG3,Let’s be cranky and do physical therapy,2021-05-11 19:10:00,Cranky Physical Therapy,3.583333333333333,117.0,,2.0,14.0,103.0,0.5,0.5,1216.2333333333333,60.81166666666667,3.08,13.12,68.73333333333333,46.1,40.0,0.34,77.0,0.66,
135,PvYE9KdR,Do You Want To Be Right Or Happy? - Why Partners Fight,2021-05-11 20:39:00,Other,1.8166666666666664,42.0,12.0,,14.0,28.0,0.262,0.738,1412.1333333333332,33.62222222222222,,,52.199999999999996,24.333333333333332,1.0,0.02,41.0,0.98,2.0
136,xkoW4w5J,Tell us about the person who nominated you! #77 ,2021-05-12 12:23:45,The Green Buttwhole,16.683333333333334,13268.0,1332.0,123.0,288.0,12980.0,0.705,0.29500000000000004,367329.0,28.3,3.45,36.58,106.9,16.21666666666666,3336.0,0.25,9932.0,0.75,60.0
137,xoX6e79V,Let’s Talk About Relationship Protocols,2021-05-12 13:10:00,The Kink Whole,1.8666666666666667,45.0,8.0,3.0,13.0,32.0,0.5,0.5,561.0,29.98333333333333,6.83,20.0,31.649999999999995,24.983333333333334,7.0,0.16,32.0,0.71,
138,xeL5OAdp,Let’s be cranky and do physical therapy together!,2021-05-12 19:50:00,Cranky Physical Therapy,2.1166666666666667,87.0,10.0,3.0,14.0,73.0,0.35,0.65,831.35,41.5675,9.54,11.37,44.583333333333336,35.96666666666667,16.0,0.18,71.0,0.82,
139,m2nRWEa9,Formula 1: The Pressure of the Pole Position,2021-05-12 20:10:00,Women Watching Sports Live,1.3166666666666667,49.0,27.0,,23.0,26.0,0.224,0.776,1793.45,36.601020408163265,,,42.65,31.250000000000004,1.0,0.02,48.0,0.98,1.0
140,Pv3JOz4D,Let’s Talk About It: Life Resistance & Millionaire Mindset,2021-05-12 20:36:00,Adult Day Care,1.2333333333333334,100.0,19.0,4.0,19.0,81.0,0.313,0.687,777.4333333333334,24.29479166666667,4.92,10.84,27.816666666666666,19.766666666666666,29.0,0.29,71.0,0.71,
141,M17WBbL3,#78: Do you choose violence...or violins?,2021-05-13 12:58:05,The Green Buttwhole,4.766666666666667,140.0,14.0,28.0,37.0,106.0,0.458,0.542,3029.583333333333,42.07754629629629,5.15,17.52,52.666666666666664,30.883333333333333,33.0,0.24,107.0,0.76,4.0
142,M8zD2QaP,Morning Vibes & Casual Conversation,2021-05-13 05:41:00,The Green Buttwhole,12.55,428.0,19.0,45.0,69.0,359.0,0.541,0.45899999999999996,23172.4,83.0551971326165,9.88,21.89,173.76666666666668,53.25,149.0,0.35,279.0,0.65,0.0
143,PrW64OAG,"Papa Biden: Fully Vaxxed, No Masks. What What?",2021-05-13 17:52:00,Safe Travels,2.2666666666666666,123.0,18.0,2.0,23.0,100.0,0.405,0.595,2294.1833333333334,27.31170634920635,6.8,16.62,47.366666666666674,19.75,6.0,0.05,118.0,0.96,
144,my406j7L,Rap Monologues Workshop SEMINAR Act RAP (REC) Ep2,2021-05-13 20:00:00,Rap Monologues,2.283333333333333,1910.0,207.0,10.0,21.0,1889.0,0.504,0.496,12630.0,15.721312335958002,2.51,7.87,79.63333333333334,13.749999999999998,419.0,0.22,1492.0,0.78,
145,P9eawvXX,Bi-Curious Corner: Shy Queers edit your Dating App bios,2021-05-13 20:04:34,SensuElle Education,3.1833333333333336,115.0,17.0,4.0,16.0,99.0,0.567,0.43300000000000005,3212.2333333333327,47.94378109452735,0.93,21.69,97.38333333333334,32.43333333333332,15.0,0.13,100.0,0.87,
146,M5eOYWlp,Jury Duty Auditions - Creator First Pilot,2021-05-13 23:25:06,The Green Buttwhole,1.7166666666666668,1002.0,305.0,4.0,21.0,981.0,0.656,0.344,10063.800000000003,10.043712574850302,6.12,10.83,53.349999999999994,9.116666666666669,160.0,0.16,842.0,0.84,1.0
147,MznBpD1b,This only exists for the Analytics - 79,2021-05-14 12:35:35,The Green Buttwhole,12.433333333333334,303.0,21.0,36.0,47.0,256.0,0.564,0.43600000000000005,16279.35,89.94116022099448,4.4,27.57,189.6,55.983333333333334,70.0,0.23,233.0,0.77,4.0
148,Mwaa48Zk,PSYCHIC POOL PARTY: Creator’s First Pilot Episode ,2021-05-14 15:06:00,Queen of Clubs,1.0833333333333333,1216.0,179.0,7.0,39.0,1177.0,0.453,0.5469999999999999,10015.416666666664,13.497866127583105,3.58,9.16,41.99999999999999,11.916666666666664,251.0,0.21,965.0,0.79,
149,xVnW7nez,Green Buttwhole Radio,2021-05-14 17:58:03,The Green Buttwhole,6.066666666666666,41.0,7.0,1.0,3.0,40.0,0.5,0.5,2053.4,68.44666666666667,0.71,33.12,121.36666666666666,62.56666666666667,7.0,0.17,34.0,0.83,3.0
150,xn7jy4WR,"Quicksand, The Bermuda Triangle & Other Childhood Lies #80",2021-05-15 12:14:00,The Green Buttwhole,12.65,153.0,12.0,19.0,30.0,123.0,0.538,0.46199999999999997,7555.85,81.24569892473119,20.96,24.46,144.51666666666668,51.11666666666667,31.0,0.2,122.0,0.8,7.0
151,PYl7e3NG,FELA! Ten Twenty - Live Performance #FelaTenTwenty,2021-05-15 14:04:00,Other,2.7333333333333334,26366.0,3053.0,9.0,35.0,26333.0,0.628,0.372,247344.06666666665,12.256283963463984,2.61,10.22,73.43333333333335,12.15,5179.0,0.2,21187.0,0.8,
152,mJn5yzgr,The LoveBomb Room - Happy Birthday Elijah Joy!  E156,2021-05-15 19:13:00,Blacktop UniverseCity,0.65,170.0,41.0,,45.0,125.0,0.559,0.44099999999999995,1617.2499999999998,9.513235294117646,,,16.21666666666666,7.1,18.0,0.11,152.0,0.89,
153,P0YqY5On,Green Buttwhole Aquarium #81,2021-05-15 23:35:00,The Green Buttwhole,2.9,32.0,8.0,6.0,9.0,25.0,0.385,0.615,462.1333333333333,35.54871794871795,10.4,17.35,38.400000000000006,29.133333333333333,6.0,0.19,26.0,0.81,
154,m7zQyY71,[Emojis],2021-05-16 12:03:00,Other,1.8166666666666664,58.0,20.0,,17.0,41.0,0.638,0.362,1538.3833333333334,26.523850574712647,,,51.583333333333336,16.133333333333333,8.0,0.14,50.0,0.86,0.0
155,xkaNdEdJ,The Young & The Thirsty #youngandthirstyCH,2021-05-16 22:03:00,Comedy Club,1.6333333333333333,2371.0,218.0,6.0,26.0,2345.0,0.563,0.43700000000000006,21399.716666666667,12.868139907797154,2.38,8.76,74.11666666666666,11.933333333333334,486.0,0.2,1885.0,0.8,8.0
156,xpelJ22K,Tell us what you loved about The Young & The Thirsty!,2021-05-16 23:41:00,The Green Buttwhole,8.383333333333333,245.0,37.0,35.0,43.0,202.0,0.559,0.44099999999999995,5617.283333333333,39.28170163170163,3.37,16.87,69.31666666666666,26.366666666666667,38.0,0.16,207.0,0.84,2.0
157,xqYgnOVZ,Dating Advice Through A Kink Lens [5.17],2021-05-17 00:50:00,The Kink Whole,1.8833333333333333,57.0,,3.0,11.0,46.0,0.444,0.556,1176.45,43.57222222222222,2.67,22.42,65.55000000000001,32.583333333333336,4.0,0.07,53.0,0.93,
158,xevAd1yL,Sophisti-Ratchet for Androids - Welcome,2021-05-17 18:50:00,Austin Dean Ashford,0.36666666666666664,31.0,22.0,,19.0,12.0,0.516,0.484,207.86666666666667,6.705376344086022,,,7.666666666666668,5.183333333333334,0.0,0.0,31.0,1.0,0.0
159,mW0zggwY,RAP MONOLOGUES ACT OUT RAP VERSES #ACTRAPch (REC) Ep20,2021-05-17 20:04:00,Rap Monologues,2.2,1776.0,384.0,10.0,29.0,1747.0,0.689,0.31100000000000005,18442.916666666664,10.384525150150148,2.25,9.69,83.74999999999999,9.166666666666666,247.0,0.14,1623.0,0.91,1.0
160,MwkWE2jW,Porn for EVERY Body x Spectrum Boutique,2021-05-17 21:04:00,SensuElle Education,1.9333333333333336,146.0,26.0,8.0,10.0,136.0,0.437,0.563,3421.8999999999996,26.733593749999997,7.82,17.03,94.78333333333333,20.966666666666665,17.0,0.12,129.0,0.88,1.0
161,MzrBpGa9,But why y'all use so many emoji #83,2021-05-18 01:16:00,The Green Buttwhole,5.783333333333333,94.0,11.0,17.0,18.0,76.0,0.585,0.41500000000000004,2829.2333333333336,53.38176100628931,0.22,25.22,94.05,32.46666666666667,18.0,0.19,76.0,0.81,3.0
162,mJvlgQeb,GBW Jukebox Add music @ greenbuttwhole.club,2021-05-18 10:32:00,The Green Buttwhole,4.8,90.0,13.0,7.0,16.0,74.0,0.509,0.491,1962.0833333333333,35.67424242424242,0.25,20.68,53.28333333333333,28.45,12.0,0.13,78.0,0.87,1.0
163,mgNgrgyb,Let’s be cranky and do physical therapy together,2021-05-18 18:36:00,Cranky Physical Therapy,1.8666666666666667,103.0,14.0,3.0,20.0,83.0,0.561,0.43899999999999995,1576.2833333333335,23.883080808080813,0.38,14.68,44.95000000000001,15.366666666666667,24.0,0.23,79.0,0.77,-61.0
164,xjj2KJZg,Jury Duty - Creator First Pilot,2021-05-19 19:01:00,Jury Duty,0.9666666666666668,1198.0,,5.0,27.0,1171.0,0.404,0.596,13922.2,15.132826086956522,3.31,10.66,52.6,14.0,138.0,0.12,1060.0,0.88,
165,PDvOeBXo,Where the f**k are y’all right now?,2021-05-19 01:37:00,The Green Buttwhole,4.983333333333333,174.0,13.0,18.0,27.0,147.0,0.595,0.405,3716.6000000000004,44.2452380952381,1.48,18.71,79.03333333333335,27.766666666666666,36.0,0.21,138.0,0.79,0.0
166,xkLvy0oJ,Let’s Talk About Creating Memorable Scenes ,2021-05-19 00:57:00,The Kink Whole,0.8166666666666667,42.0,16.0,2.0,11.0,31.0,0.208,0.792,504.8666666666667,21.03611111111111,0.0,14.32,25.766666666666666,17.033333333333335,0.0,0.0,42.0,1.0,
167,PA6b6AB1,Lavender’s Jury Duty—Creator First Pilot (7pm ET) Pre-Game,2021-05-19 18:40:00,The Green Buttwhole,0.3333333333333333,14.0,11.0,,11.0,3.0,0.286,0.714,105.25000000000001,7.517857142857144,,,7.800000000000001,6.483333333333333,0.0,0.0,14.0,1.0,0.0
168,Prb65nB5,JURY DUTY After Party,2021-05-19 20:03:00,Community First,1.45,285.0,57.0,30.0,50.0,236.0,0.404,0.596,4025.9666666666667,21.999817850637523,4.31,10.99,39.46666666666667,15.433333333333334,14.0,0.05,271.0,0.95,
169,M1Oe35nq,Formula 1: Car Liveries Design Challenges & Monaco GP,2021-05-19 20:10:00,Women Watching Sports Live,1.0,61.0,,5.0,15.0,47.0,0.3,0.7,1170.6666666666665,29.266666666666662,0.0,18.87,41.766666666666666,21.766666666666666,0.0,0.0,61.0,1.0,
170,PAKlgEQn,10K Celebration and Official Club Launch,2021-05-19 20:25:00,Other,3.25,905.0,283.0,,45.0,860.0,0.657,0.34299999999999997,9503.916666666666,10.501565377532227,,,59.583333333333336,7.933333333333333,61.0,0.07,844.0,0.93,-1.0
171,xXoydg0d,Let’s be cranky and do physical therapy together!,2021-05-19 20:45:00,Cranky Physical Therapy,2.9833333333333334,69.0,8.0,6.0,13.0,56.0,0.576,0.42400000000000004,1125.7833333333333,34.11464646464646,0.1,15.02,52.983333333333334,21.85,10.0,0.14,60.0,0.87,-1.0
172,myqed7lm,Tell us why your best friend is the best,2021-05-20 12:55:00,The Green Buttwhole,10.916666666666666,1931.0,316.0,17.0,33.0,1898.0,0.681,0.31899999999999995,26173.46666666666,18.829832134292563,3.62,11.07,130.43333333333334,16.199999999999996,460.0,0.24,1471.0,0.76,0.0
173,PvYJ8vze,Are you coming to the Great Green Butt Crawl?,2021-05-21 12:59:00,The Green Buttwhole,3.2333333333333334,110.0,12.0,21.0,26.0,84.0,0.508,0.492,2274.133333333333,34.986666666666665,14.17,17.39,51.21666666666667,24.166666666666668,13.0,0.12,97.0,0.88,2.0
174,M4YnEj9R,Wealthy Men Connect With Beautiful Women : Cupid Edition,2021-05-21 20:53:00,Living in Luxury,2.7,1380.0,153.0,,193.0,1187.0,0.568,0.43200000000000005,19420.2,14.072608695652175,,,34.2,10.8,185.0,0.13,1195.0,0.87,2.0
175,M1YkyL2M,Auditions?,2021-05-21 22:51:00,Other,1.1833333333333333,209.0,38.0,,31.0,178.0,0.483,0.517,2994.133333333333,14.325996810207336,,,38.400000000000006,10.133333333333333,35.0,0.17,174.0,0.83,1.0
176,xoBlZZQ6,Green Buttwhole Radio,2021-05-22 02:04:00,The Green Buttwhole,0.7333333333333333,7.0,3.0,,2.0,5.0,0.714,0.28600000000000003,95.75,13.678571428571429,,,22.166666666666668,10.283333333333335,0.0,0.0,7.0,1.0,0.0
177,PQb2p0lv,Untitled,2021-05-22 03:34:00,The Midnight Snack,5.766666666666667,134.0,12.0,3.0,8.0,126.0,0.724,0.276,3220.7333333333336,24.035323383084577,1.19,18.51,158.46666666666667,15.500000000000002,72.0,0.54,62.0,0.46,3.0
178,xjkqaOb6,Clubhouse payment: predatory to women,2021-05-22 11:21:00,Living in Luxury,0.95,1253.0,214.0,33.0,105.0,1148.0,0.495,0.505,9904.183333333332,7.90437616387337,,,19.25,6.866666666666666,116.0,0.09,1137.0,0.91,2.0
179,xBzZngJ4,What’s the What about DENVER AIRPORTS!?,2021-05-23 17:34:00,The Green Buttwhole,0.4166666666666667,50.0,14.0,10.0,14.0,37.0,0.556,0.44399999999999995,420.5333333333333,11.68148148148148,0.0,8.16,18.2,7.533333333333334,5.0,0.1,45.0,0.9,0.0
180,m2zDAKw1,Just horse girl tingz,2021-05-23 18:08:00,The Green Buttwhole,1.25,111.0,22.0,,16.0,95.0,0.658,0.34199999999999997,1612.0166666666669,14.522672672672675,,,47.016666666666666,9.05,32.0,0.29,79.0,0.71,2.0
181,MRnvDVo3,The LoveBomb Room - Catch these compliments - EP 164,2021-05-23 19:59:00,Blacktop UniverseCity,1.7666666666666666,477.0,113.0,,37.0,440.0,0.549,0.45099999999999996,7322.666666666667,15.351502445842069,,,34.0,13.783333333333333,87.0,0.18,390.0,0.82,3.0
182,mybODjLn,Did you hear Roasting Marshmallows is returning June 20?,2021-05-24 12:25:00,The Green Buttwhole,7.183333333333334,269.0,13.0,19.0,25.0,244.0,0.738,0.262,4528.366666666667,30.3917225950783,1.54,16.69,93.71666666666667,18.233333333333338,138.0,0.51,131.0,0.49,3.0
183,mJXjR72O,Dating Advice Through A Kink Lens [5.24],2021-05-24 00:10:00,The Kink Whole,0.9333333333333333,29.0,8.0,3.0,6.0,23.0,0.308,0.692,369.93333333333334,28.45641025641026,13.75,14.47,35.25,22.633333333333333,5.0,0.17,24.0,0.83,3.0
184,MEeGNEev,RAP MONOLOGUES ACT OUT RAP VERSES (Rec) Ep 21,2021-05-24 20:08:00,Rap Monologues,1.5333333333333332,2328.0,455.0,12.0,27.0,2302.0,0.515,0.485,21624.399999999998,12.795502958579881,1.8,11.48,55.63333333333333,12.1,741.0,0.32,1587.0,0.68,
185,Pbg90VLK,Reclaiming Pleasure w/ Vaginismus x SXI,2021-05-24 21:01:00,SensuElle Education,2.1,112.0,23.0,8.0,14.0,98.0,0.333,0.667,3003.0,38.5,0.89,25.35,69.43333333333334,31.73333333333333,9.0,0.08,103.0,0.92,1.0
186,xkr4dpjD,Test room,2021-05-25 17:27:00,Other,0.6833333333333333,129.0,35.0,,24.0,105.0,0.605,0.395,1156.1,8.962015503875968,,,17.983333333333334,6.9,8.0,0.06,121.0,0.94,0.0
187,MdjWGQ4G,Let’s be cranky and do physical therapy together!,2021-05-25 19:40:00,Cranky Physical Therapy,1.6,189.0,12.0,5.0,12.0,177.0,0.684,0.31599999999999995,892.2333333333333,11.294092827004219,0.63,7.61,35.083333333333336,7.033333333333333,116.0,0.61,73.0,0.39,2.0
188,MzBVrBeR,What’s the most toxic thing to happen to you on Ch ,2021-05-25 21:02:00,Other,0.8333333333333334,289.0,58.0,,46.0,243.0,0.571,0.42900000000000005,1918.75,6.639273356401384,,,13.45,5.35,19.0,0.07,270.0,0.93,0.0
189,xXQBp5nv,Late Night Talk Show with Elmo!,2021-05-26 01:10:00,The Green Buttwhole,1.15,128.0,20.0,7.0,26.0,102.0,0.539,0.46099999999999997,1160.6833333333334,15.272149122807019,3.07,7.99,23.78333333333333,11.1,17.0,0.13,111.0,0.87,1.0
190,PvK1v22x,Creator First: It’s a Green Buttwhole Sweep! ,2021-05-26 15:08:00,The Green Buttwhole,3.4166666666666665,101.0,25.0,5.0,32.0,69.0,0.618,0.382,3381.633333333333,33.48151815181518,1.63,14.9,70.81666666666666,16.16666666666667,30.0,0.3,77.0,0.76,1.0
191,M8BkpJVL,Domina & Chef Cassie hit 1k!,2021-05-27 12:59:00,The Green Buttwhole,12.966666666666665,177.0,12.0,16.0,21.0,156.0,0.625,0.375,6509.9,67.81145833333333,0.27,33.34,165.65,40.416666666666664,71.0,0.4,106.0,0.6,5.0
192,PA0jDODZ,Instagram Audits: Q&A + Reviews,2021-05-27 18:30:00,Other,1.35,203.0,44.0,12.0,42.0,161.0,0.351,0.649,2535.0,28.75,7.29,17.01,33.05,24.45,24.0,0.12,179.0,0.88,
193,MEK6QZQ2,Monogamy: A Natural Behavior or Social Imposition?,2021-05-27 20:48:00,The Art of Dating,1.7999999999999998,553.0,103.0,24.0,68.0,485.0,0.378,0.622,10438.083333333334,18.87537673297167,9.77,13.47,41.16666666666667,15.750000000000002,68.0,0.12,376.0,0.68,
194,xoEnddeE,Fanbase Closes $3.5 Million Seed Round / $20 Mill Valuation,2021-05-27 23:20:00,Other,0.6333333333333333,676.0,197.0,1.0,50.0,626.0,0.474,0.526,6355.0,15.400243309002434,2.73,12.37,23.66666666666667,13.6,144.0,0.21,532.0,0.79,
195,PQRdeVrK,One Week ‘Til 100: What does the Green Buttwhole mean to you,2021-05-28 02:18:00,The Green Buttwhole,11.05,232.0,19.0,24.0,29.0,204.0,0.534,0.46599999999999997,8245.583333333334,62.94338422391858,1.56,31.01,145.51666666666668,39.46666666666667,83.0,0.36,150.0,0.65,2.0
196,mgJ4rQeY,Black Men Saying Black Women Don’t Deserve Respect? OBSURD,2021-05-28 16:56:00,Living in Luxury,5.05,11603.0,645.0,37.0,343.0,11278.0,0.564,0.43600000000000005,205319.38333333333,20.6496412886788,4.42,12.43,75.68333333333334,18.683333333333334,3138.0,0.27,8465.0,0.73,
197,MwV24aOx,Conversation w/ Gloria James; Mother of LeBron James,2021-05-28 21:20:00,Other,1.0666666666666667,1745.0,209.0,11.0,31.0,1714.0,0.467,0.5329999999999999,8930.0,14.33313679245283,1.44,6.69,18.416666666666668,14.033333333333335,486.0,0.28,1259.0,0.72,
198,mgE4qL4Z,Tip A Black Queen : APPRECIATE A BLACK QUEEN,2021-05-28 22:41:00,Living in Luxury,3.1000000000000005,2161.0,490.0,25.0,119.0,2042.0,0.683,0.31699999999999995,23341.899999999998,10.801434521055066,1.49,9.9,47.43333333333333,8.666666666666666,478.0,0.22,1807.0,0.84,5.0
199,xewrVaQp,Karen Talks About…,2021-05-28 23:09:00,Other,3.866666666666667,1046.0,182.0,,51.0,995.0,0.613,0.387,17341.949999999997,16.579302103250477,,,64.95,14.099999999999998,214.0,0.2,832.0,0.8,0.0
200,PD8oD2Yo,The whole is greater than the sum of its parts,2021-05-28 23:37:00,The Green Buttwhole,20.8,948.0,16.0,28.0,34.0,914.0,0.696,0.30400000000000005,24646.65,45.896927374301676,0.94,15.55,267.51666666666665,30.91666666666667,498.0,0.53,450.0,0.47,6.0
201,xB3LA5G7,So tired of men,2021-05-29 03:39:00,Other,1.0166666666666666,135.0,18.0,,6.0,129.0,0.637,0.363,966.5500000000001,7.15962962962963,,,43.916666666666664,5.45,63.0,0.47,72.0,0.53,0.0
202,Mdb0KO5q,Dr. Lunsford’s Keynote Speech at PhD White Coat Ceremony,2021-05-29 19:27:00,Dr. Lunsford Fan Club,1.6,105.0,19.0,20.0,20.0,86.0,0.457,0.5429999999999999,1237.6333333333334,26.905072463768118,0.43,14.87,36.466666666666676,19.55,23.0,0.22,82.0,0.78,0.0
